Artist,Listeners,Peak,Peak_Listeners
B.o.B,"14,869,036",312,"21,112,481"
Jonita Gandhi,"14,850,774",337,"18,322,100"
Robbie Williams,"14,842,398",392,"18,905,659"
Dimitri Vegas,"14,836,150",446,"17,182,026"
Eyedress,"14,816,778",399,"18,287,094"
Lyanno,"14,811,254",416,"15,200,027"
Weezer,"14,801,042",440,"17,152,581"
Jatin-Lalit,"14,792,653",579,"14,792,653"
Fred again..,"14,783,477",397,"18,388,836"
Brray,"14,754,683",405,"16,966,488"
Michael Bublé,"14,696,475",13,"73,651,203"
The Strokes,"14,681,014",423,"17,607,267"
Alejandro Sanz,"14,613,903",432,"14,613,903"
The White Stripes,"14,599,607",290,"22,483,264"
NewJeans,"14,592,552",160,"26,786,050"
Anuv Jain,"14,586,693",505,"16,066,445"
Yeat,"14,570,436",149,"28,149,740"
Beach House,"14,567,064",521,"14,567,064"
John Newman,"14,555,560",532,"15,591,878"
Scorpions,"14,554,273",514,"14,554,273"
LE SSERAFIM,"14,554,212",476,"16,058,007"
Keinemusik,"14,546,699",233,"25,010,459"
Em Beihold,"14,489,896",135,"26,666,031"
Eurythmics,"14,489,045",364,"19,541,941"
Benny Dayal,"14,485,060",522,"15,041,645"
WALK THE MOON,"14,484,806",410,"18,076,284"
blackbear,"14,469,603",259,"19,962,853"
Lenny Kravitz,"14,441,781",580,"14,476,610"
Stryv,"14,399,533",266,"23,709,586"
Grupo Menos É Mais,"14,394,334",537,"15,768,800"
Bradley Cooper,"14,369,444",457,"15,474,144"
Shania Twain,"14,334,968",352,"17,682,454"
Banda MS de Sergio Lizárraga,"14,326,889",393,"18,371,806"
Ricky Martin,"14,256,034",365,"15,898,287"
Thaman S,"14,242,249",591,"14,566,351"
Bring Me The Horizon,"14,168,397",475,"15,125,559"
¥$,"14,167,839",106,"34,770,239"
Léo Foguete,"14,115,811",568,"15,080,414"
AURORA,"14,112,879",473,"14,534,307"
NATTAN,"14,101,760",560,"15,450,750"
mgk,"14,092,918",409,"16,617,303"
Kailash Kher,"14,069,865",613,"14,069,865"
Romy,"14,038,233",614,"14,038,233"
Madison Beer,"14,010,806",339,"19,836,973"
Niall Horan,"13,986,083",129,"27,578,996"
Jeet Gannguli,"13,984,477",617,"13,984,477"
Joan Sebastian,"13,974,336",610,"14,258,543"
Richy Mitch & The Coal Miners,"13,966,868",218,"25,801,578"
Jorge & Mateus,"13,933,999",539,"15,856,100"
D-Block Europe,"13,924,011",227,"23,915,073"
KHEA,"13,895,730",458,"16,911,588"
NF,"13,882,794",275,"19,447,227"
Roop Kumar Rathod,"13,881,063",624,"13,881,063"
Luck Ra,"13,879,789",571,"14,861,035"
Gigi D'Agostino,"13,860,639",509,"16,063,549"
Shaan,"13,844,692",627,"13,844,692"
Sukhwinder Singh,"13,823,838",600,"13,862,340"
W&W,"13,820,685",440,"17,304,881"
SYML,"13,794,641",464,"14,726,953"
Christina Perri,"13,794,251",424,"16,831,407"
Cosculluela,"13,782,985",589,"13,782,985"
Grupo Marca Registrada,"13,781,994",264,"22,007,861"
Pearl Jam,"13,777,409",488,"15,656,385"
Taio Cruz,"13,775,830",520,"14,270,300"
Destiny's Child,"13,717,180",330,"22,189,099"
Coi Leray,"13,717,076",72,"38,479,080"
Stebin Ben,"13,713,657",637,"13,713,657"
The Fray,"13,684,387",624,"13,885,763"
Olivia Newton-John,"13,675,650",548,"15,711,570"
Yorghaki,"13,657,580",641,"13,657,580"
Alleh,"13,630,869",642,"13,630,869"
Three Days Grace,"13,628,789",595,"14,219,993"
Foreigner,"13,501,992",492,"16,792,715"
La Arrolladora Banda El Limón De Rene Camacho,"13,487,586",645,"13,578,490"
Passenger,"13,485,363",422,"16,765,920"
Black Sabbath,"13,453,578",465,"16,595,839"
Slipknot,"13,450,318",543,"14,484,077"
Papa Roach,"13,446,538",611,"13,649,696"
Matheus & Kauan,"13,436,454",595,"14,665,070"
Dalex,"13,409,668",355,"18,038,673"
3 Doors Down,"13,401,145",644,"13,401,145"
Ms. Lauryn Hill,"13,345,232",486,"16,319,683"
Aitana,"13,276,558",411,"15,094,220"
Survivor,"13,275,241",598,"13,878,844"
DJ Nelson,"13,274,295",453,"16,878,140"
DJ Luian,"13,261,106",293,"19,413,064"
Paul McCartney,"13,252,735",79,"43,578,778"
Oruam,"13,245,524",636,"13,513,282"
Pabllo Vittar,"13,231,664",242,"24,426,272"
Bad Gyal,"13,186,846",405,"16,628,326"
Gucci Mane,"13,180,457",401,"16,561,931"
K. S. Chithra,"13,180,237",639,"13,180,237"
Hans Zimmer,"13,152,144",562,"14,296,237"
fun.,"13,136,546",594,"13,389,730"
Depeche Mode,"13,124,803",418,"16,717,329"
Lil Tjay,"13,115,189",268,"19,548,091"
Mambo Kingz,"13,076,128",298,"19,318,210"
Zendaya,"13,062,047",496,"15,183,083"
Rae Sremmurd,"13,060,921",412,"15,144,345"
Cults,"13,049,915",463,"16,570,191"
Zé Felipe,"13,044,134",600,"13,304,045"
Alfredo Olivas,"13,038,730",582,"13,862,718"
The Clash,"13,032,603",507,"16,396,253"
Thomas Rhett,"13,024,952",663,"13,024,952"
Calibre 50,"13,015,851",488,"13,015,851"
Noriel,"13,014,901",614,"14,106,226"
M83,"12,975,167",592,"13,396,168"
Zion,"12,973,876",650,"13,259,878"
Fergie,"12,955,824",562,"13,272,678"
Milky Chance,"12,946,860",417,"16,426,763"
Rex Orange County,"12,944,604",336,"16,098,724"
Lunay,"12,943,219",456,"15,718,665"
Los Enanitos Verdes,"12,919,205",543,"15,265,491"
Eric Clapton,"12,911,304",550,"12,996,090"
Tony Dize,"12,910,113",481,"15,601,281"
Wisin,"12,909,968",405,"15,614,069"
Normani,"12,909,695",521,"13,231,383"
Yami Safdie,"12,898,904",689,"12,898,904"
Jhené Aiko,"12,888,793",557,"13,720,267"
Sting,"12,881,784",551,"14,870,169"
Ram Sampath,"12,871,561",472,"16,606,741"
Mc Livinho,"12,866,399",665,"13,081,602"
Mary J. Blige,"12,855,198",691,"12,855,198"
Ajay-Atul,"12,835,447",597,"12,835,447"
G. V. Prakash,"12,806,945",673,"13,233,083"
The Pussycat Dolls,"12,797,918",619,"12,797,918"
LUDMILLA,"12,793,089",327,"19,760,775"
6LACK,"12,792,800",321,"16,978,376"
Shekhar Ravjiani,"12,791,708",392,"15,805,465"
Bonnie Tyler,"12,786,203",611,"13,559,948"
Ke Personajes,"12,780,294",595,"13,811,908"
Dasha,"12,778,917",221,"27,379,872"
Camila,"12,777,843",508,"15,900,239"
TLC,"12,777,179",509,"15,896,784"
X Ambassadors,"12,775,707",398,"14,934,403"
MAGIC!,"12,771,451",549,"14,945,320"
Cher,"12,767,733",217,"25,664,744"
Becky Hill,"12,757,075",257,"20,058,164"
Meek Mill,"12,733,897",393,"15,553,179"
Imanbek,"12,732,474",280,"18,669,813"
Blur,"12,672,093",556,"12,999,306"
Rvfv,"12,665,260",670,"12,918,944"
Cazzu,"12,659,515",679,"12,659,515"
Marco Antonio Solís,"12,654,283",688,"12,654,283"
Gusttavo Lima,"12,641,796",508,"15,115,981"
Wesley Safadão,"12,633,072",630,"12,633,072"
Rick Ross,"12,620,533",514,"15,272,290"
Palak Muchhal,"12,617,917",719,"12,617,917"
Shubh,"12,615,953",551,"13,540,727"
Jesse & Joy,"12,609,911",440,"15,999,739"
Van Morrison,"12,579,395",333,"21,361,390"
Luan Pereira,"12,567,046",488,"16,440,555"
New West,"12,550,027",421,"15,372,580"
Pablo Alborán,"12,549,509",519,"14,229,540"
Zerb,"12,548,570",369,"18,649,657"
Capital Cities,"12,548,061",518,"15,735,026"
Blondie,"12,530,691",552,"13,208,088"
Tinashe,"12,517,215",377,"19,002,563"
Billy Idol,"12,509,010",628,"12,565,506"
Mon Laferte,"12,483,470",731,"12,483,470"
Tammi Terrell,"12,483,375",445,"16,282,284"
Sandro Cavazza,"12,470,595",703,"12,693,895"
Gym Class Heroes,"12,467,570",441,"16,413,777"
Crowded House,"12,464,526",681,"13,009,112"
Karthik,"12,460,462",723,"12,460,462"
Rammstein,"12,458,700",636,"12,831,661"
Electric Light Orchestra,"12,452,816",522,"14,986,263"
Simon & Garfunkel,"12,398,826",488,"16,424,922"
Yuvan Shankar Raja,"12,396,668",663,"13,133,325"
Brytiago,"12,391,202",556,"13,359,249"
The Smashing Pumpkins,"12,371,016",659,"12,371,016"
Olly Alexander (Years & Years),"12,364,454",738,"12,384,382"
Piso 21,"12,359,843",303,"20,327,383"
Ofenbach,"12,317,385",392,"18,344,823"
WILLOW,"12,317,221",360,"15,561,760"
R. D. Burman,"12,313,407",731,"12,335,423"
Kumar Sanu,"12,313,019",701,"12,338,410"
Deftones,"12,295,864",744,"12,295,864"
Lukas Graham,"12,277,412",407,"18,243,782"
Kylie Minogue,"12,276,389",233,"24,715,118"
Jaideep Sahni,"12,276,202",741,"12,319,734"
Jowell & Randy,"12,228,727",516,"13,905,356"
Raghav Chaitanya,"12,214,435",754,"12,214,435"
Bomba Estéreo,"12,201,411",290,"18,055,394"
Xavi,"12,200,940",129,"31,501,727"
Santana,"12,177,144",344,"12,177,144"
Chief Keef,"12,163,756",436,"15,873,183"
Soulja Boy,"12,160,948",662,"12,314,997"
Yseult,"12,158,280",288,"22,756,249"
Johnny Cash,"12,154,313",592,"13,632,777"
James Bay,"12,145,099",571,"12,803,948"
Fetty Wap,"12,114,575",685,"12,496,093"
AP Dhillon,"12,108,697",394,"16,784,298"
Malachiii,"12,105,514",262,"23,766,421"
Juan Luis Guerra 4.40,"12,087,860",700,"12,087,860"
Sadhana Sargam,"12,076,677",742,"12,076,677"
Beach Weather,"12,062,397",597,"13,538,779"
The Game,"12,057,972",508,"13,935,195"
Russ,"12,053,711",365,"17,041,050"
Mumford & Sons,"12,052,177",629,"12,578,885"
Mc Don Juan,"12,032,549",421,"17,278,848"
Jungle,"12,020,498",544,"14,773,883"
Mario,"12,015,551",765,"12,052,280"
ScHoolboy Q,"12,013,775",492,"16,556,015"
Addison Rae,"12,012,075",450,"17,534,490"
Bernadya,"12,008,945",505,"16,108,630"
Galantis,"11,989,736",338,"18,896,883"
Arash,"11,970,187",779,"11,970,187"
John Lennon,"11,969,143",80,"42,190,219"
NIKI,"11,968,741",581,"13,264,614"
Laura Pausini,"11,964,897",517,"16,503,545"
MC PH,"11,944,827",542,"14,958,523"
Orso,"11,920,779",265,"23,709,586"
No Doubt,"11,919,413",688,"12,498,646"
Montell Fish,"11,916,812",614,"13,623,841"
Creed,"11,911,692",787,"11,911,692"
America,"11,910,834",654,"13,190,209"
Mc Paiva ZS,"11,908,495",788,"11,908,495"
Eden Muñoz,"11,880,524",367,"17,438,441"
T.I.,"11,870,457",587,"11,870,457"
Calle 24,"11,832,429",347,"18,990,432"
Vicente Fernández,"11,825,260",647,"14,287,433"
Maren Morris,"11,818,002",432,"14,821,271"
Snow Patrol,"11,815,307",783,"11,815,307"
The Verve,"11,810,301",796,"11,810,301"
Mahalakshmi Iyer,"11,806,926",797,"11,806,926"
Selena Gomez & The Scene,"11,798,394",525,"13,559,306"
Zé Neto & Cristiano,"11,791,312",584,"13,788,491"
Jack Johnson,"11,783,662",518,"15,485,519"
Phoebe Bridgers,"11,782,375",706,"13,144,215"
Jordan Adetunji,"11,780,217",428,"18,177,028"
Leon Bridges,"11,764,286",597,"13,761,494"
M.I.A.,"11,740,011",804,"11,740,011"
Nikhita Gandhi,"11,722,231",485,"14,908,425"
NAV,"11,721,083",203,"24,009,796"
Sid Sriram,"11,714,333",596,"12,482,616"
Yng Lvcas,"11,713,783",101,"32,431,402"
NOTION,"11,706,433",809,"11,706,433"
Wham!,"11,695,723",13,"81,641,878"
OMI,"11,685,526",669,"13,042,332"
Harris Jayaraj,"11,679,045",776,"11,911,062"
Busta Rhymes,"11,672,214",599,"13,099,883"
Ciara,"11,668,920",639,"12,431,393"
Mazzy Star,"11,663,461",812,"11,663,461"
Mau y Ricky,"11,661,433",489,"12,943,019"
La Oreja de Van Gogh,"11,658,091",462,"17,350,078"
Kate Bush,"11,653,069",424,"14,101,915"
Los Tigres Del Norte,"11,649,774",714,"13,052,632"
Los Tucanes De Tijuana,"11,648,296",484,"14,566,004"
Ella Henderson,"11,592,229",364,"17,142,204"
Andmesh,"11,574,724",822,"11,574,724"
Jorja Smith,"11,574,090",469,"16,402,144"
Hugo & Guilherme,"11,554,728",706,"12,194,388"
TWICE,"11,550,527",499,"12,855,155"
Spice Girls,"11,531,993",591,"13,114,444"
Chrystal,"11,530,388",827,"11,530,388"
Lasso,"11,522,185",750,"11,949,377"
Isabel LaRosa,"11,518,252",323,"21,221,325"
MC LUUKY,"11,514,336",739,"12,764,479"
Tracy Chapman,"11,503,594",348,"19,175,912"
cassö,"11,502,286",265,"21,787,952"
Silk Sonic,"11,493,391",373,"15,167,191"
Melanie Martinez,"11,477,012",257,"20,251,491"
Juicy Luicy,"11,474,695",741,"12,110,384"
Men At Work,"11,452,589",620,"13,582,552"
6ix9ine,"11,435,070",584,"12,167,814"
Haddaway,"11,434,868",787,"11,892,330"
Hoobastank,"11,422,149",821,"11,422,149"
Belinda,"11,422,130",585,"14,320,082"
Wicked Movie Cast,"11,421,471",658,"13,877,384"
SOG,"11,399,206",656,"13,624,856"
Nakash Aziz,"11,396,486",819,"11,643,142"
The Cardigans,"11,383,095",742,"12,158,038"
DJ Glenner,"11,367,719",721,"12,956,235"
Aditya Sharma,"11,344,644",846,"11,344,644"
Maiara & Maraisa,"11,341,277",622,"13,295,151"
Marc Anthony,"11,339,665",419,"14,118,563"
Flume,"11,326,555",571,"13,480,342"
Stray Kids,"11,324,996",682,"13,521,875"
Moneybagg Yo,"11,318,543",543,"13,691,597"
Asha Bhosle,"11,306,258",852,"11,306,258"
aespa,"11,298,688",619,"13,739,202"
Iyaz,"11,287,261",676,"12,842,021"
Seeb,"11,271,246",603,"13,308,958"
Marília Mendonça,"11,253,671",398,"14,932,890"
PEDRO SAMPAIO,"11,248,766",649,"12,430,384"
Rekha Bhardwaj,"11,245,105",858,"11,245,105"
Sam Barber,"11,225,952",859,"11,225,952"
The Mamas & The Papas,"11,218,030",622,"13,830,643"
CamrinWatsin,"11,199,808",861,"11,199,808"
Abhijeet,"11,181,146",860,"11,181,146"
ILLIT,"11,165,060",420,"17,757,605"
Lionel Richie,"11,164,657",641,"11,623,824"
Kavita Krishnamurthy,"11,152,770",862,"11,152,770"
Grelo,"11,148,757",758,"12,242,458"
Van Halen,"11,148,694",485,"14,349,969"
Murilo Huff,"11,140,034",623,"13,512,150"
Rudimental,"11,120,462",439,"17,290,320"
will.i.am,"11,119,082",566,"12,835,275"
Chance Peña,"11,106,849",564,"14,147,981"
Kany García,"11,105,588",600,"13,949,342"
Shafqat Amanat Ali,"11,092,167",873,"11,092,167"
John Travolta,"11,072,317",688,"13,226,920"
Vijay Deverakonda,"11,065,583",875,"11,065,583"
24kGoldn,"11,060,186",393,"15,117,675"
bbno$,"11,056,922",721,"11,173,588"
Matt Sassari,"11,051,174",722,"12,242,661"
BL3SS,"11,028,027",879,"11,028,027"
Gulzar,"11,025,261",877,"11,025,261"
Jax Jones,"11,022,977",354,"17,202,952"
Pomme,"11,012,366",508,"16,931,754"
Like Mike,"11,008,960",519,"15,371,036"
Tones And I,"11,006,731",416,"15,010,580"
bbyclose,"11,000,184",884,"11,000,184"
Wizkid,"10,980,866",523,"13,758,308"
Henry Freitas,"10,979,205",876,"11,007,403"
Odetari,"10,976,126",611,"14,062,107"
Radhikka Madan,"10,973,741",889,"10,973,741"
Korn,"10,967,380",683,"12,292,792"
The Temper Trap,"10,963,000",882,"10,963,000"
DJ TOPO,"10,946,906",721,"12,220,776"
070 Shake,"10,926,729",101,"30,903,161"
Ace of Base,"10,926,091",815,"11,577,330"
Counting Crows,"10,905,587",734,"11,147,837"
Lizzo,"10,901,774",105,"30,100,497"
Key Glock,"10,899,496",444,"16,394,056"
MC Kevin o Chris,"10,899,492",317,"19,054,899"
Neeraj Shridhar,"10,862,756",822,"11,465,019"
Shweta Mohan,"10,860,753",820,"11,531,406"
Mahalini,"10,859,833",708,"12,445,107"
Timmy Trumpet,"10,852,929",648,"11,977,506"
Rod Stewart,"10,850,614",521,"15,047,871"
Tokischa,"10,848,302",394,"17,115,778"
Haze,"10,839,786",644,"13,425,088"
Patrick Watson,"10,834,067",666,"13,136,966"
Bailey Zimmerman,"10,801,492",739,"11,564,754"
Anurag Saikia,"10,800,149",908,"10,800,149"
The Beach Boys,"10,793,110",161,"31,364,150"
Kishore Kumar,"10,780,032",910,"10,780,032"
Nicky Youre,"10,778,715",362,"16,422,807"
Rag'n'Bone Man,"10,769,915",475,"16,109,002"
Fifth Harmony,"10,760,786",675,"12,514,217"
A$AP Ferg,"10,755,298",585,"12,719,676"
Natanzinho Lima,"10,752,425",912,"10,752,425"
Audioslave,"10,751,462",915,"10,751,462"
iann dior,"10,690,071",438,"14,436,905"
Prince,"10,688,346",630,"12,369,141"
Indila,"10,679,637",813,"11,185,834"
Mc Th,"10,664,021",919,"10,677,403"
Joel Corry,"10,663,521",301,"18,601,830"
H.E.R.,"10,660,879",503,"13,009,255"
Father John Misty,"10,653,685",574,"13,624,258"
Standly,"10,644,155",438,"13,833,044"
King Von,"10,614,514",857,"10,614,514"
$uicideboy$,"10,611,183",603,"12,765,583"
Clams Casino,"10,608,069",920,"10,616,117"
Santa Fe Klan,"10,593,663",576,"12,886,402"
Lyodra,"10,586,406",839,"11,343,249"
Payal Dev,"10,584,702",559,"13,540,518"
Daecolm,"10,584,194",931,"10,584,194"
MC Cebezinho,"10,566,839",912,"10,806,980"
Shashaa Tirupati,"10,562,194",797,"10,562,194"
Gustavo Mioto,"10,562,165",616,"12,902,041"
Vacations,"10,555,853",808,"11,167,410"
Seafret,"10,552,419",480,"12,965,413"
Cynthia Erivo,"10,548,910",646,"14,195,711"
DJ Oreia,"10,547,941",900,"10,829,245"
The Outfield,"10,536,668",406,"18,751,264"
Hindia,"10,530,277",940,"10,530,277"
Carrie Underwood,"10,524,416",663,"11,844,710"
Yan Block,"10,487,433",725,"12,817,307"
KALEO,"10,482,571",470,"17,159,684"
Kungs,"10,476,058",401,"16,546,336"
Tyler Childers,"10,452,970",610,"13,302,962"
Sixpence None The Richer,"10,440,650",664,"13,190,880"
Idina Menzel,"10,436,581",213,"27,851,083"
Edward Maya,"10,431,303",859,"11,317,460"
Jimin,"10,431,053",374,"17,889,425"
Jessie Murph,"10,422,858",707,"12,832,690"
hey daisy,"10,420,425",426,"14,690,270"
Simone Mendes,"10,412,723",535,"14,861,604"
The Temptations,"10,405,352",631,"13,625,814"
Ariis,"10,397,317",787,"11,995,767"
Jasiel Nuñez,"10,389,044",713,"12,779,992"
ZZ Top,"10,385,696",644,"12,205,493"
DNCE,"10,382,680",591,"12,178,319"
Tom Petty,"10,355,937",680,"12,072,427"
Juan Gabriel,"10,350,124",777,"11,167,757"
LMFAO,"10,339,294",905,"10,392,176"
Luísa Sonza,"10,335,786",456,"15,224,327"
Felipe Amorim,"10,325,234",628,"12,110,443"
Mika Singh,"10,315,762",958,"10,367,674"
Luar La L,"10,308,645",605,"12,945,000"
Altamash Faridi,"10,292,350",530,"13,542,217"
James Blunt,"10,291,866",553,"12,707,443"
Aretha Franklin,"10,280,114",475,"17,009,365"
Nanpa Básico,"10,265,375",788,"11,730,288"
Luke Bryan,"10,263,223",601,"12,170,317"
Sin Bandera,"10,256,900",826,"10,835,403"
Owl City,"10,247,759",753,"10,725,335"
Modern Talking,"10,241,171",651,"13,539,206"
Tina Turner,"10,238,501",308,"19,164,105"
Sublime,"10,228,440",715,"12,352,613"
SAIKO,"10,218,840",418,"16,442,141"
MC Marks,"10,206,246",879,"11,413,079"
Frankie Valli,"10,195,521",938,"10,340,736"
ERNEST,"10,186,394",618,"14,052,464"
Mc Leozin,"10,182,844",717,"12,290,958"
Mustard,"10,178,410",477,"16,679,943"
Ludovico Einaudi,"10,174,417",919,"10,174,417"
Sophie Ellis-Bextor,"10,173,296",226,"23,967,750"
Guilherme & Benuto,"10,172,238",525,"14,877,807"
Tulus,"10,168,450",858,"11,011,004"
The Doors,"10,151,277",576,"14,836,797"
Etta James,"10,144,120",708,"11,990,433"
Nio Garcia,"10,143,993",484,"13,791,945"
Jaymes Young,"10,140,169",530,"13,123,344"
Stormzy,"10,137,865",690,"12,387,299"
Wallows,"10,128,670",648,"13,176,091"
La Adictiva,"10,115,261",647,"11,844,888"
Soda Stereo,"10,087,929",654,"12,924,399"
José José,"10,086,876",769,"11,875,861"
Suki Waterhouse,"10,086,716",915,"10,518,504"
Avenged Sevenfold,"10,080,599",715,"12,268,247"
YNW Melly,"10,078,888",619,"12,098,740"
PAWSA,"10,066,460",997,"10,066,460"
Mc IG,"10,064,997",640,"12,825,821"
Alvaro Diaz,"10,056,561",487,"16,168,880"
Nilo,"10,047,453",1000,"10,047,453"
Rita Ora,"10,044,804",350,"15,748,850"
Haricharan,"10,037,334",836,"11,307,565"
Jimmy Eat World,"10,028,319",679,"12,294,605"
John Summit,"10,025,735",841,"11,263,759"
Ankit Tiwari,"10,020,843",986,"10,020,843"
Jombriel,"10,020,527",1006,"10,020,527"
John Martin,"10,014,712",668,"11,535,835"
Hombres G,"10,012,427",589,"14,682,087"
DFZM,"10,009,868",574,"15,060,961"
Thalia,"10,007,031",699,"10,518,720"
Ángela Aguilar,"10,003,355",619,"13,090,032"
Edgardo Nuñez,"9,990,766",431,"16,906,197"
Luan Santana,"9,983,950",479,"15,797,554"
Oliver Tree,"9,979,686",85,"33,995,315"
Sasha Alex Sloan,"9,972,589",463,"14,497,829"
Monali Thakur,"9,965,884",948,"10,320,185"
Birdy,"9,962,787",662,"11,832,939"
Ferrugem,"9,954,385",920,"10,934,806"
Jazzy,"9,947,134",1019,"9,947,881"
Sagar,"9,943,520",943,"10,750,087"
Nate Ruess,"9,942,445",573,"14,920,728"
Norma Jean Martine,"9,914,211",575,"14,075,257"
Rage Against The Machine,"9,911,539",737,"11,081,757"
Jarabe De Palo,"9,907,943",848,"11,288,754"
Sum 41,"9,905,162",788,"11,437,182"
Ben E. King,"9,893,884",538,"13,965,870"
Alex Krack,"9,886,106",1027,"9,886,106"
For Revenge,"9,880,357",1022,"9,979,285"
Gera MX,"9,879,052",706,"11,401,409"
Tego Calderón,"9,877,684",746,"12,169,352"
Nessa Barrett,"9,869,270",1027,"9,869,270"
Antara Mitra,"9,865,866",1002,"9,865,866"
Leo Dan,"9,844,121",871,"11,063,313"
DMX,"9,837,736",615,"10,919,370"
George Harrison,"9,834,110",977,"10,292,276"
El Bogueto,"9,832,355",1035,"9,918,622"
Purple Disco Machine,"9,829,836",451,"14,934,992"
Rashmi Virag,"9,819,599",880,"9,819,599"
Lilly Wood and The Prick,"9,807,064",917,"10,680,087"
Riley Green,"9,793,164",851,"11,082,028"
Ashe,"9,791,741",516,"14,091,983"
Keyshia Cole,"9,783,591",793,"11,212,896"
Regard,"9,783,414",594,"12,725,630"
INXS,"9,780,308",798,"10,326,929"
Yeah Yeah Yeahs,"9,776,677",816,"11,556,510"
2 Chainz,"9,775,774",518,"13,825,486"
LANY,"9,760,045",768,"10,264,738"
Santhosh Narayanan,"9,750,774",943,"10,384,118"
L7NNON,"9,748,707",583,"12,086,026"
Powfu,"9,746,529",913,"9,966,417"
James Hype,"9,734,649",460,"13,541,656"
Mari Fernandez,"9,728,020",515,"14,086,116"
Yusuf / Cat Stevens,"9,721,002",722,"11,465,268"
Shaarib Toshi,"9,720,838",963,"9,720,838"
Dilsinho,"9,714,372",762,"11,575,175"
Ikky,"9,701,419",880,"10,572,303"
bôa,"9,697,825",1027,"9,738,868"
Mc Daniel,"9,687,588",615,"13,555,851"
Nadin Amizah,"9,686,785",848,"9,910,210"
ENHYPEN,"9,685,413",861,"10,254,021"
Big One,"9,684,642",398,"16,419,449"
DJ Di Marques,"9,680,034",1060,"9,680,034"
Tochi Raina,"9,652,769",955,"9,652,769"
Feby Putri,"9,649,070",1020,"9,814,706"
Lizzy McAlpine,"9,639,710",293,"18,459,665"
Cardenales De Nuevo León,"9,633,409",938,"10,788,169"
Frankie Ruiz,"9,628,058",1042,"9,757,544"
YG,"9,626,276",530,"12,471,725"
keshi,"9,614,366",504,"13,668,403"
Manu Chao,"9,603,029",650,"12,111,612"
Akhil Sachdeva,"9,595,246",1068,"9,595,246"
Ayushmann Khurrana,"9,593,344",1037,"9,678,218"
Andy Grammer,"9,593,214",733,"10,141,505"
Michael Marcagi,"9,566,805",307,"21,166,338"
Los Dareyes De La Sierra,"9,549,420",542,"13,881,841"
Alex G,"9,543,766",978,"10,156,874"
Novo Amor,"9,528,770",951,"9,638,538"
Masego,"9,521,460",733,"11,852,173"
Lainey Wilson,"9,520,412",653,"13,541,651"
Siddharth - Garima,"9,518,424",549,"14,517,947"
MC GP,"9,511,733",792,"11,123,412"
John Denver,"9,511,046",600,"13,363,125"
KATSEYE,"9,501,332",618,"14,033,481"
Yuridia,"9,499,082",569,"11,987,029"
Jay Sean,"9,498,524",959,"9,734,442"
Blake Shelton,"9,494,055",329,"21,028,245"
Ricky Montgomery,"9,485,457",1026,"9,950,805"
Arko,"9,477,490",1079,"9,512,947"
Duran Duran,"9,469,940",830,"11,106,815"
Dermot Kennedy,"9,462,459",405,"14,690,713"
Natalia Lafourcade,"9,455,873",685,"12,900,184"
Brooks & Dunn,"9,453,407",866,"11,338,905"
Pixies,"9,453,243",778,"10,439,571"
Bakar,"9,450,188",461,"16,733,660"
Omah Lay,"9,445,515",767,"11,853,184"
Rascal Flatts,"9,444,746",822,"10,060,800"
Will Smith,"9,437,110",819,"11,424,925"
Justice,"9,429,487",1098,"9,429,487"
Chicago,"9,426,006",790,"11,621,396"
Aditya Rikhari,"9,412,136",975,"10,342,001"
Incubus,"9,411,806",944,"10,099,913"
Logic,"9,408,453",431,"13,970,820"
D.O.D,"9,407,872",1101,"9,407,872"
Jordan Davis,"9,407,417",689,"11,670,670"
Riton,"9,404,317",685,"11,432,336"
Zac Efron,"9,389,024",810,"11,283,312"
Seu Jorge,"9,386,066",553,"14,779,841"
Intense,"9,384,887",1018,"9,870,097"
Leona Lewis,"9,379,756",295,"23,234,916"
Victor Mendivil,"9,373,420",1110,"9,373,420"
WIU,"9,366,069",701,"11,201,412"
Jøtta,"9,345,376",1112,"9,345,376"
Louis Armstrong,"9,343,920",331,"20,774,856"
Ryan Lewis,"9,340,824",181,"27,624,928"
Royel Otis,"9,330,967",1042,"9,808,473"
The Adventures Of Stevie V,"9,327,707",1116,"9,327,707"
Dynoro,"9,321,711",835,"11,481,797"
Sohail Sen,"9,302,888",1107,"9,387,066"
The Lantis,"9,291,711",1119,"9,291,711"
Hanumankind,"9,287,400",244,"24,453,289"
Alisha Chinai,"9,281,916",1104,"9,359,907"
Disciples,"9,279,040",755,"11,871,137"
Love Funk,"9,278,776",1015,"10,197,626"
Jory Boy,"9,265,989",1122,"9,265,989"
Franz Ferdinand,"9,262,349",995,"9,942,995"
Dhvani Bhanushali,"9,259,412",643,"11,726,344"
INNA,"9,257,388",646,"13,405,922"
Heart,"9,254,650",717,"10,760,608"
Bleachers,"9,253,228",633,"14,449,206"
Thundercat,"9,251,760",447,"14,506,297"
Diddy,"9,251,227",398,"16,823,499"
MARINA,"9,238,466",694,"10,453,772"
Dhee,"9,231,409",1088,"9,482,208"
wave to earth,"9,225,539",1122,"9,225,539"
Adolescent's Orquesta,"9,225,539",1027,"9,920,381"
Sky Rompiendo,"9,220,261",403,"16,344,563"
Mc Delux,"9,207,588",862,"10,901,851"
SAINt JHN,"9,201,681",614,"10,813,983"
Supertramp,"9,186,144",770,"11,079,047"
Florida Georgia Line,"9,169,906",505,"13,886,025"
Tiara Andini,"9,147,122",866,"10,800,747"
