Artist,Total_Streams,As_Lead,Solo,As_Feature,Daily_Streams,Daily_As_Lead,Daily_As_Feature,Tracks,Tracks_As_Lead,Tracks_Solo,Tracks_As_Feature
Los Temerarios,4 946 192 540,4 946 192 540,4 946 192 540,0,4 650 334,4 650 334,0,292,292,292,0
Gera MX,4 942 113 648,3 353 266 477,1 143 909 863,1 588 847 171,3 806 669,2 368 026,1 438 643,278,178,85,100
LUDMILLA,4 957 904 465,3 024 156 647,1 444 034 253,1 933 747 818,2 736 855,1 772 350,964 505,264,196,118,68
Marvin Gaye,4 970 026 141,4 881 678 608,2 754 141 798,88 347 533,2 442 959,2 411 768,31 191,522,503,437,19
Jessie J,4 975 972 692,4 852 290 140,2 501 467 516,123 682 552,1 675 005,1 665 329,9 676,135,127,85,8
Sachin-Jigar,5 001 504 745,3 334 283 779,14 092 351,1 667 220 966,7 567 485,4 981 980,2 585 505,300,179,6,121
Soda Stereo,5 007 087 277,5 007 087 277,5 005 087 718,0,2 493 043,2 493 043,0,199,199,195,0
Daya,5 011 316 535,2 102 258 158,1 970 303 887,2 909 058 377,1 264 945,497 672,767 273,80,49,37,31
Tones And I,5 022 185 641,4 978 209 318,4 972 723 392,43 976 323,1 002 521,985 157,17 364,60,58,56,2
will.i.am,5 038 156 999,2 021 106 701,153 925 705,3 017 050 298,1 831 033,656 549,1 174 484,172,83,37,89
John Williams,4 994 941 973,3 346 769 157,2 059 312 843,1 648 172 816,2 023 665,1 204 633,819 032,1 154,1 048,525,106
Jax Jones,5 056 970 786,3 613 229 528,65 278 549,1 443 741 258,1 327 402,932 754,394 648,154,95,8,59
Dan + Shay,5 073 888 365,4 924 544 817,3 552 802 181,149 343 548,908 190,828 092,80 098,118,114,104,4
24kGoldn,5 087 845 590,4 189 085 456,1 330 274 727,898 760 134,987 110,820 465,166 645,86,53,30,33
AJR,5 112 244 319,4 825 855 352,4 477 100 802,286 388 967,1 535 901,1 433 640,102 261,120,111,92,9
Flume,5 103 849 086,4 166 101 728,583 099 876,937 747 358,1 293 206,1 046 255,246 951,173,161,51,12
Damso,5 107 387 933,3 492 713 401,3 120 722 805,1 614 674 532,2 506 050,1 694 106,811 944,144,105,92,39
Cage The Elephant,5 143 920 660,5 143 920 660,5 062 575 459,0,2 219 504,2 219 504,0,131,131,128,0
AFROJACK,5 088 192 283,1 504 864 498,51 719 990,3 583 327 785,1 955 842,218 491,1 737 351,290,149,26,141
Amitabh Bhattacharya,5 092 955 106,5 489 147,0,5 087 465 959,5 669 897,6 586,5 663 311,153,2,0,151
Armin van Buuren,5 087 883 463,4 497 553 598,967 221 689,590 329 865,1 929 284,1 676 088,253 196,1 532,1 396,244,136
Chief Keef,5 160 509 147,3 774 593 134,2 521 836 464,1 385 916 013,3 475 711,2 721 202,754 509,658,588,442,70
Benson Boone,5 179 078 605,5 179 078 605,5 154 758 047,0,11 753 338,11 753 338,0,45,45,40,0
Baby Keem,5 165 579 845,4 801 052 710,3 201 975 282,364 527 135,3 030 294,2 647 309,382 985,63,59,51,4
Ricky Martin,5 187 026 580,4 386 385 614,2 246 120 572,800 640 966,1 486 430,1 328 353,158 077,283,252,175,31
Lil Skies,5 170 190 835,4 511 188 480,2 791 731 765,659 002 355,670 823,584 290,86 533,106,87,68,19
Lunay,5 173 338 860,2 899 731 600,252 040 012,2 273 607 260,1 733 231,1 039 709,693 522,82,46,25,36
Lin-Manuel Miranda,5 169 354 307,1 765 208 559,138 788 313,3 404 145 748,2 238 420,715 196,1 523 224,83,42,18,41
Becky Hill,5 188 474 693,2 042 918 482,387 851 295,3 145 556 211,1 463 768,745 582,718 186,229,140,52,89
X Ambassadors,5 198 270 531,2 871 572 754,2 304 711 726,2 326 697 777,1 417 419,856 393,561 026,155,132,97,23
MEDUZA,5 207 084 357,4 789 528 227,21 382 519,417 556 130,1 853 438,1 617 071,236 367,113,87,4,26
James Bay,5 214 034 340,5 071 079 370,4 681 142 185,142 954 970,1 418 153,1 355 233,62 920,101,94,83,7
Juan Gabriel,5 213 422 026,4 885 179 520,4 103 595 952,328 242 506,2 810 605,2 675 191,135 414,494,478,419,16
Grupo Marca Registrada,5 234 209 467,4 075 799 943,2 289 431 636,1 158 409 524,3 663 670,2 944 011,719 659,352,330,273,22
A$AP Ferg,5 258 329 200,3 509 125 293,1 170 081 980,1 749 203 907,1 276 135,890 261,385 874,168,93,29,75
Korn,5 277 325 886,5 260 536 785,4 816 666 822,16 789 101,2 924 906,2 919 483,5 423,259,257,217,2
Tanishk Bagchi,5 329 565 967,1 771 857 461,2 071 476,3 557 708 506,4 640 829,1 926 912,2 713 917,184,85,3,99
The Cure,5 341 210 091,5 338 626 818,5 260 832 430,2 583 273,2 838 281,2 836 925,1 356,630,629,588,1
Jesse & Joy,5 351 510 860,4 666 123 837,3 449 323 179,685 387 023,2 164 926,1 874 368,290 558,134,126,116,8
Deftones,5 372 889 789,5 372 889 789,5 353 450 768,0,5 433 030,5 433 030,0,139,139,126,0
TOMORROW X TOGETHER,5 373 890 293,5 149 509 243,4 511 996 559,224 381 050,3 065 483,2 916 358,149 125,127,124,110,3
B.o.B,5 398 405 649,3 733 956 234,479 706 249,1 664 449 415,1 817 197,1 260 674,556 523,299,245,157,54
benny blanco,5 403 868 694,3 977 858 008,3 669 862,1 426 010 686,2 475 077,1 057 301,1 417 776,29,20,1,9
Pablo Alborán,5 406 167 710,4 370 595 012,3 212 153 302,1 035 572 698,1 934 401,1 529 179,405 222,230,201,172,29
MGMT,5 413 553 159,3 832 698 364,3 815 417 116,1 580 854 795,2 472 707,1 859 875,612 832,101,92,74,9
Luan Santana,5 440 062 756,4 697 636 225,3 471 489 685,742 426 531,2 533 953,2 243 300,290 653,279,237,198,42
Bibi und Tina,5 396 769 890,5 396 769 890,4 876 708 275,0,3 490 578,3 490 578,0,4 028,4 028,3 879,0
Outkast,5 450 586 988,5 289 965 747,4 800 223 138,160 621 241,2 504 438,2 449 289,55 149,177,172,125,5
Nio Garcia,5 452 515 064,4 299 365 551,139 681 801,1 153 149 513,1 124 878,831 433,293 445,189,100,25,89
Original Broadway Cast of Hamilton,5 467 664 092,642 531 440,642 531 440,4 825 132 652,2 521 602,277 083,2 244 519,79,51,51,28
Luciano,5 469 647 658,3 743 742 049,2 470 610 247,1 725 905 609,2 811 548,1 290 912,1 520 636,254,185,129,69
Nelly Furtado,5 504 646 710,4 808 943 054,2 514 348 064,695 703 656,3 969 499,3 510 302,459 197,203,172,116,31
Glee Cast,5 478 229 032,5 478 229 032,4 618 291 163,0,995 199,995 199,0,722,722,644,0
TV Girl,5 524 975 310,5 226 275 822,5 202 991 270,298 699 488,6 740 423,6 253 282,487 141,74,66,58,8
Tom Odell,5 539 821 972,5 261 635 858,4 733 429 135,278 186 114,3 566 227,2 742 863,823 364,171,166,146,5
Oscar Maydon,5 570 056 502,3 300 876 598,302 161 925,2 269 179 904,9 388 905,4 546 399,4 842 506,86,59,28,27
Train,5 579 888 801,5 293 190 546,5 152 089 152,286 698 255,2 148 199,2 073 747,74 452,185,177,162,8
George Ezra,5 595 920 037,5 595 920 037,5 432 839 438,0,1 816 745,1 816 745,0,84,84,66,0
Vishal-Shekhar,5 596 215 749,5 403 256 032,9 276 126,192 959 717,5 927 382,5 834 044,93 338,290,271,11,19
LANY,5 596 809 995,4 868 318 455,4 803 595 158,728 491 540,2 884 572,2 413 187,471 385,123,116,114,7
The Smiths,5 624 310 410,5 624 310 410,5 624 310 410,0,4 125 510,4 125 510,0,144,144,144,0
Cheat Codes,5 629 607 031,3 728 980 837,196 260 637,1 900 626 194,557 106,371 120,185 986,199,138,19,61
JID,5 632 088 361,2 263 735 789,930 074 349,3 368 352 572,2 607 231,1 012 746,1 594 485,118,52,31,66
Fifth Harmony,5 646 695 035,5 351 868 273,2 180 037 940,294 826 762,1 138 320,1 111 197,27 123,80,75,60,5
Trey Songz,5 671 830 745,4 027 497 158,2 810 649 158,1 644 333 587,1 342 210,976 519,365 691,355,251,199,104
Capital Bra,5 690 388 562,4 100 631 654,1 579 912 230,1 589 756 908,908 031,655 573,252 458,372,272,152,100
Kane Brown,5 762 848 702,4 343 809 748,2 762 017 984,1 419 038 954,2 791 267,1 759 890,1 031 377,154,123,86,31
Bryan Adams,5 702 377 080,5 453 854 878,4 976 363 846,248 522 202,7 105 140,7 017 887,87 253,408,391,384,17
Gabito Ballesteros,5 763 051 678,1 878 509 369,442 279 421,3 884 542 309,11 489 411,7 610 869,3 878 542,110,62,28,48
Ana Castela,5 769 512 477,1 946 388 219,1 060 690 667,3 823 124 258,4 412 416,1 683 708,2 728 708,96,43,22,53
Dire Straits,5 769 651 340,5 769 651 340,5 769 549 580,0,3 636 676,3 636 676,0,133,133,132,0
Mustard,5 780 291 498,3 014 497 966,3 746 568,2 765 793 532,1 819 392,994 937,824 455,101,67,5,34
Galantis,5 794 395 604,5 131 739 955,2 898 868 610,662 655 649,1 098 869,971 833,127 036,290,230,45,60
NewJeans,5 847 608 258,5 623 839 343,5 606 011 394,223 768 915,4 652 602,4 450 932,201 670,40,37,36,3
Jason Aldean,5 795 201 835,5 563 649 086,5 152 852 204,231 552 749,2 114 189,2 032 037,82 152,207,194,188,13
Dean Lewis,5 853 313 262,5 423 011 400,5 333 643 222,430 301 862,3 008 817,2 763 923,244 894,102,87,73,15
The Police,5 857 577 040,5 857 577 040,5 846 124 447,0,4 461 935,4 461 935,0,136,136,122,0
Céline Dion,5 780 071 722,5 491 202 241,4 956 479 114,288 869 481,2 937 201,2 754 212,182 989,502,485,454,17
iann dior,5 858 083 104,2 762 806 564,1 470 292 452,3 095 276 540,1 150 618,443 167,707 451,107,80,64,27
Noriel,5 860 424 214,700 892 961,168 986 489,5 159 531 253,3 174 099,204 215,2 969 884,179,39,14,140
Phil Collins,5 862 099 022,5 442 727 984,5 385 857 377,419 371 038,2 982 569,2 737 809,244 760,298,293,282,5
Mambo Kingz,5 911 469 772,7 522 720,1 062 398,5 903 947 052,2 331 504,1 433,2 330 071,48,6,3,42
Alec Benjamin,5 943 745 482,5 713 989 308,5 518 575 503,229 756 174,2 474 400,2 411 747,62 653,72,67,62,5
Bee Gees,5 903 998 391,5 811 473 437,5 668 989 370,92 524 954,3 511 560,3 455 354,56 206,344,341,338,3
Moneybagg Yo,5 966 514 384,3 718 016 361,2 013 687 011,2 248 498 023,2 563 318,1 799 713,763 605,376,282,164,94
Tiago PZK,5 983 257 630,3 079 312 896,546 492 291,2 903 944 734,3 780 598,2 448 631,1 331 967,109,69,33,40
Pearl Jam,5 991 797 258,5 991 797 258,5 980 738 238,0,2 520 973,2 520 973,0,430,430,427,0
Vicente Fernández,6 006 221 562,5 843 704 129,5 749 383 345,162 517 433,4 053 267,3 962 759,90 508,894,879,858,15
MC Ryan SP,6 014 050 664,1 064 141 582,98 178 753,4 949 909 082,5 841 677,1 070 895,4 770 782,346,79,11,267
Jason Mraz,6 025 070 021,5 845 556 745,4 941 932 428,179 513 276,1 996 132,1 963 657,32 475,256,244,231,12
Lizzo,6 032 637 593,5 901 909 768,4 826 636 379,130 727 825,1 084 940,1 074 665,10 275,93,84,61,9
Three Days Grace,6 040 359 367,5 883 481 442,5 859 141 630,156 877 925,2 895 863,2 816 396,79 467,101,100,98,1
Los Ángeles Azules,6 051 474 195,5 837 248 275,2 060 354 104,214 225 920,3 472 096,3 303 658,168 438,308,296,207,12
Wesley Safadão,6 060 042 986,4 299 615 279,2 536 356 010,1 760 427 707,1 901 475,1 574 866,326 609,409,333,241,76
Juanes,6 071 078 636,4 005 543 357,3 209 681 740,2 065 535 279,3 075 201,2 021 709,1 053 492,229,184,160,45
Nelly,6 075 062 196,5 079 942 075,1 833 844 566,995 120 121,2 518 110,2 272 318,245 792,212,167,62,45
Bon Iver,6 088 300 343,4 136 295 583,4 136 295 583,1 952 004 760,2 285 198,1 364 179,921 019,79,64,64,15
Thomas Rhett,6 089 388 369,5 634 878 485,4 581 520 897,454 509 884,2 394 445,2 261 173,133 272,150,132,112,18
Mumford & Sons,6 091 712 444,5 989 943 114,5 945 107 187,101 769 330,1 877 090,1 833 633,43 457,114,113,103,1
Calum Scott,6 093 033 806,3 960 463 673,3 374 181 472,2 132 570 133,2 435 574,1 437 268,998 306,109,76,54,33
YNW Melly,6 097 149 818,5 588 343 044,3 704 567 794,508 806 774,2 022 283,1 920 788,101 495,105,86,54,19
Ski Mask The Slump God,6 103 661 672,4 188 052 602,2 820 322 023,1 915 609 070,1 477 465,943 479,533 986,121,85,63,36
Avenged Sevenfold,6 115 641 415,6 110 780 460,6 103 238 957,4 860 955,2 923 986,2 923 090,896,175,174,172,1
Joan Sebastian,6 127 799 239,6 043 052 466,5 115 284 949,84 746 773,5 065 276,5 021 889,43 387,488,475,445,13
KHEA,6 129 088 828,2 805 263 418,536 153 257,3 323 825 410,3 041 230,1 421 036,1 620 194,150,73,26,77
Ryan Lewis,6 129 809 297,0,0,6 129 809 297,2 298 302,0,2 298 302,34,0,0,34
Nicki Nicole,6 140 322 733,2 242 103 984,937 011 118,3 898 218 749,3 109 899,1 217 865,1 892 034,96,59,40,37
Alejandro Sanz,6 144 938 905,4 554 454 400,3 619 890 755,1 590 484 505,3 373 361,2 688 944,684 417,395,353,287,42
Hailee Steinfeld,6 151 453 291,5 768 758 886,2 325 609 811,382 694 405,1 014 308,971 896,42 412,51,33,17,18
Julión Álvarez y su Norteño Banda,6 150 226 205,6 031 882 629,6 002 087 803,118 343 576,8 135 753,8 047 241,88 512,241,234,230,7
Mark Ronson,6 173 379 045,4 972 131 431,10 027 511,1 201 247 614,3 183 041,2 537 027,646 014,162,125,8,37
Eslabon Armado,6 190 743 185,5 588 920 400,2 749 528 134,601 822 785,3 724 459,2 773 225,951 234,121,110,92,11
Jimin,6 209 622 823,5 631 395 220,4 969 607 567,578 227 603,9 194 160,9 008 242,185 918,34,31,22,3
R3HAB,6 197 243 851,3 687 037 388,120 182 212,2 510 206 463,1 513 524,953 862,559 662,423,198,18,225
Ricardo Arjona,6 214 098 672,6 210 230 721,5 571 391 981,3 867 951,2 671 294,2 670 532,762,361,360,334,1
Disturbed,6 219 491 476,6 219 491 476,5 764 826 224,0,3 114 370,3 114 370,0,179,179,173,0
DJ Luian,6 235 474 385,1 153 876 511,0,5 081 597 874,2 585 167,408 569,2 176 598,79,12,0,67
Macklemore & Ryan Lewis,6 248 648 089,3 516 279 137,112 079 201,2 732 368 952,2 422 036,896 361,1 525 675,47,46,12,1
The Strokes,6 256 511 178,6 256 511 178,6 230 153 925,0,2 863 197,2 863 197,0,87,87,85,0
Eagles,6 271 100 960,6 271 100 960,6 271 100 960,0,2 705 549,2 705 549,0,185,185,185,0
Dave,6 271 557 760,5 522 272 923,2 065 306 262,749 284 837,4 381 425,3 030 412,1 351 013,79,59,39,20
Brytiago,6 290 957 856,2 365 942 459,146 569 301,3 925 015 397,2 812 373,1 140 522,1 671 851,161,83,27,78
Johnny Cash,6 251 108 488,5 439 698 015,4 541 961 502,811 410 473,3 138 619,2 212 105,926 514,1 301,1 204,995,97
H.E.R.,6 297 693 384,3 345 871 460,1 958 052 082,2 951 821 924,2 962 135,1 121 313,1 840 822,128,88,66,40
Rex Orange County,6 322 067 559,5 863 510 766,5 208 828 165,458 556 793,2 201 964,1 957 138,244 826,78,75,70,3
Rod Wave,6 308 542 943,6 077 651 988,5 038 460 019,230 890 955,4 148 583,3 919 016,229 567,205,193,174,12
Bazzi,6 322 615 813,6 230 859 202,5 246 996 470,91 756 611,1 019 037,995 646,23 391,74,63,58,11
Five Finger Death Punch,6 338 978 202,6 338 978 202,5 970 547 633,0,1 810 173,1 810 173,0,152,152,142,0
La Arrolladora Banda El Limón De Rene Camacho,6 354 600 516,6 300 738 775,6 225 562 510,53 861 741,8 514 305,8 437 540,76 765,399,391,384,8
Clairo,6 389 751 762,4 943 223 862,4 692 722 506,1 446 527 900,5 401 462,4 546 808,854 654,63,52,50,11
Backstreet Boys,6 360 466 309,6 046 184 337,6 034 009 733,314 281 972,2 923 437,2 883 937,39 500,152,143,134,9
Amy Winehouse,6 391 535 752,6 252 038 548,6 101 461 935,139 497 204,3 582 363,3 534 006,48 357,172,167,142,5
Alfredo Olivas,6 401 508 863,5 895 017 759,5 828 346 161,506 491 104,4 990 295,4 525 625,464 670,126,107,102,19
RAYE,6 403 892 276,2 452 248 664,734 569 485,3 951 643 612,4 564 314,2 789 987,1 774 327,207,116,55,91
Jay Wheeler,6 401 880 338,3 810 889 629,686 966 113,2 590 990 709,3 565 668,1 944 823,1 620 845,232,137,73,95
MØ,6 459 996 901,1 599 896 190,1 287 644 671,4 860 100 711,1 569 070,147 255,1 421 815,161,117,69,44
Calibre 50,6 478 627 050,5 935 471 295,5 464 219 551,543 155 755,3 360 700,3 188 915,171 785,294,271,253,23
Steve Aoki,6 463 893 076,3 558 802 710,12 733 275,2 905 090 366,1 561 698,584 142,977 556,528,391,11,137
Kevin Gates,6 527 347 195,5 505 235 800,4 780 516 637,1 022 111 395,1 581 544,1 220 511,361 033,397,320,270,77
Plan B,6 534 188 211,4 622 491 435,3 897 837 812,1 911 696 776,4 518 704,3 425 052,1 093 652,97,60,37,37
TINI,6 544 114 363,4 850 234 696,1 489 713 403,1 693 879 667,2 881 366,1 639 199,1 242 167,115,90,65,25
Nate Dogg,6 550 371 866,948 785 212,170 885 331,5 601 586 654,3 143 217,394 824,2 748 393,189,82,19,107
Disclosure,6 551 601 104,6 321 138 358,671 719 811,230 462 746,2 568 646,2 505 723,62 923,213,198,63,15
The Offspring,6 553 868 025,6 553 868 025,6 452 581 858,0,3 611 644,3 611 644,0,165,165,160,0
Maiara & Maraisa,6 581 953 144,2 495 705 142,2 111 016 621,4 086 248 002,1 774 423,631 358,1 143 065,261,160,141,101
RAF Camora,6 589 148 766,2 901 706 051,1 343 393 012,3 687 442 715,1 718 193,809 978,908 215,422,245,167,177
Fetty Wap,6 602 051 776,4 406 855 587,2 502 551 851,2 195 196 189,4 207 456,3 894 813,312 643,182,133,95,49
Aerosmith,6 607 892 942,6 329 384 964,6 321 862 907,278 507 978,3 020 250,2 944 105,76 145,276,275,274,1
Chase Atlantic,6 612 543 663,6 559 778 665,6 100 149 884,52 764 998,6 605 317,6 579 687,25 630,88,85,79,3
Alesso,6 646 887 345,3 880 511 773,738 822 528,2 766 375 572,2 141 712,1 065 039,1 076 673,160,124,36,36
Hans Zimmer,6 611 827 458,6 135 110 199,3 872 464 121,476 717 259,4 601 236,4 362 728,238 508,1 316,1 212,551,104
SEVENTEEN,6 656 647 635,6 613 445 075,6 539 766 104,43 202 560,4 422 838,4 404 837,18 001,205,201,196,4
The Script,6 676 533 963,6 654 352 647,4 970 681 825,22 181 316,2 949 777,2 946 460,3 317,118,113,105,5
ScHoolboy Q,6 682 828 271,4 102 514 836,1 478 089 916,2 580 313 435,2 592 442,1 157 760,1 434 682,154,98,52,56
Alejandro Fernández,6 706 307 506,6 202 923 541,5 074 480 816,503 383 965,2 931 085,2 668 336,262 749,350,324,298,26
Vance Joy,6 715 062 279,6 551 621 178,6 452 012 296,163 441 101,2 412 630,2 384 873,27 757,126,123,110,3
Jess Glynne,6 740 483 220,2 761 768 055,2 441 723 630,3 978 715 165,1 899 862,480 196,1 419 666,154,88,52,66
Prince Royce,6 742 432 957,5 073 313 704,3 339 947 165,1 669 119 253,2 520 231,1 930 818,589 413,167,134,102,33
A.R. Rahman,6 763 040 315,5 811 585 578,346 370 198,951 454 737,6 497 470,5 554 629,942 841,741,631,104,110
Kings of Leon,6 819 672 431,6 819 672 431,6 803 450 786,0,2 857 239,2 857 239,0,134,134,129,0
El Alfa,6 859 625 083,3 701 071 847,644 203 374,3 158 553 236,3 503 292,2 292 884,1 210 408,272,197,73,75
Stevie Wonder,6 867 981 719,6 358 579 038,6 153 842 426,509 402 681,2 672 786,2 502 770,170 016,471,430,411,41
Central Cee,6 873 647 805,4 491 482 809,3 756 709 148,2 382 164 996,10 453 947,8 436 226,2 017 721,86,60,48,26
Kelly Clarkson,6 884 935 444,6 539 238 993,6 092 004 569,345 696 451,1 631 722,1 552 210,79 512,305,284,204,21
Billy Joel,6 888 869 353,6 835 737 425,6 798 602 379,53 131 928,3 796 378,3 779 816,16 562,407,390,370,17
Juicy J,6 845 990 620,1 430 141 301,134 582 919,5 415 849 319,2 003 316,248 800,1 754 516,542,365,137,177
GIVĒON,6 901 767 216,4 068 049 598,4 004 594 731,2 833 717 618,3 935 918,2 890 553,1 045 365,41,36,35,5
Timbaland,6 888 879 282,3 148 508 925,25 159 901,3 740 370 357,4 550 079,2 333 812,2 216 267,248,144,6,104
Avril Lavigne,6 906 507 399,6 720 952 120,6 400 291 683,185 555 279,3 024 958,2 901 833,123 125,168,155,140,13
Cartel De Santa,6 917 304 996,6 576 483 599,4 459 756 453,340 821 397,4 440 959,4 204 874,236 085,133,129,88,4
Danny Ocean,6 951 385 580,5 379 975 506,5 043 158 075,1 571 410 074,6 086 039,5 194 494,891 545,106,79,68,27
Cris Mj,6 988 991 039,3 987 370 071,2 461 730 500,3 001 620 968,8 779 718,5 391 542,3 388 176,108,59,32,49
Whitney Houston,7 071 987 970,6 006 027 842,5 352 529 356,1 065 960 128,2 975 622,2 489 670,485 952,259,245,153,14
Lost Frequencies,7 073 389 949,6 624 335 167,1 582 271 806,449 054 782,3 921 589,3 785 395,136 194,330,284,45,46
Mac DeMarco,7 107 421 624,7 087 588 626,7 077 500 204,19 832 998,5 500 407,5 483 234,17 173,384,380,378,4
Rae Sremmurd,7 107 724 778,6 399 418 221,3 579 413 380,708 306 557,1 660 811,1 586 333,74 478,93,73,32,20
6LACK,7 191 367 637,3 457 329 267,2 337 750 926,3 734 038 370,1 683 718,684 219,999 499,168,86,67,82
Burna Boy,7 169 518 706,4 289 491 317,3 072 338 184,2 880 027 389,4 393 461,2 613 638,1 779 823,240,170,113,70
T.I.,7 166 003 422,3 732 369 748,1 405 670 101,3 433 633 674,2 765 844,1 324 035,1 441 809,509,332,144,177
Felix Jaehn,7 192 511 038,3 214 781 197,51 883 948,3 977 729 841,2 143 142,844 388,1 298 754,204,143,11,61
Glass Animals,7 199 097 611,7 184 261 780,6 683 333 513,14 835 831,2 685 377,2 679 954,5 423,123,120,83,3
Maná,7 209 449 429,7 208 749 418,5 660 933 748,700 011,3 651 593,3 650 920,673,214,212,188,2
Jack Johnson,7 223 352 884,6 953 859 238,6 743 430 836,269 493 646,2 254 171,2 158 009,96 162,240,219,166,21
Bruce Springsteen,7 148 263 416,7 027 738 506,7 014 240 816,120 524 910,3 044 327,2 924 581,119 746,921,909,898,12
6ix9ine,7 301 146 169,6 044 818 979,2 058 388 972,1 256 327 190,1 598 800,1 456 101,142 699,91,78,40,13
Sfera Ebbasta,7 232 113 445,3 363 866 654,1 971 103 009,3 868 246 791,3 012 197,1 549 252,1 462 945,166,86,49,80
Bonez MC,7 271 341 908,4 045 308 673,917 034 075,3 226 033 235,2 585 538,1 453 704,1 131 834,380,231,66,149
NLE Choppa,7 318 196 685,5 841 927 445,3 598 878 068,1 476 269 240,4 408 209,3 849 470,558 739,289,187,117,102
NATTI NATASHA,7 326 222 679,3 221 887 140,680 356 967,4 104 335 539,1 911 396,723 802,1 187 594,133,82,56,51
Niall Horan,7 330 255 778,5 932 973 745,5 548 768 651,1 397 282 033,2 336 588,1 868 014,468 574,121,114,86,7
Florence + The Machine,7 327 542 065,7 057 514 844,6 561 350 611,270 027 221,4 387 957,2 761 295,1 626 662,223,221,173,2
Yeat,7 321 445 368,6 640 641 857,5 747 634 263,680 803 511,5 213 931,4 750 173,463 758,222,210,180,12
Rita Ora,7 343 450 900,3 673 802 914,2 749 935 946,3 669 647 986,1 741 514,608 817,1 132 697,173,103,50,70
Jennifer Lopez,7 394 086 809,6 059 942 681,2 459 887 439,1 334 144 128,2 630 395,2 278 291,352 104,277,242,153,35
Muse,7 426 142 474,7 421 156 818,7 391 947 143,4 985 656,2 778 613,2 767 461,11 152,270,266,252,4
Nickelback,7 467 342 383,7 467 342 383,7 420 274 432,0,4 567 656,4 567 656,0,182,182,175,0
Jonas Brothers,7 485 731 773,5 793 759 813,5 545 513 646,1 691 971 960,2 362 984,1 368 485,994 499,138,120,112,18
Piso 21,7 524 743 615,6 021 211 946,1 429 053 793,1 503 531 669,1 771 140,1 380 011,391 129,141,102,58,39
Luke Bryan,7 566 497 987,6 460 926 642,6 366 551 489,1 105 571 345,2 907 895,2 250 454,657 441,174,158,157,16
Wizkid,7 680 890 060,2 188 948 067,849 507 494,5 491 941 993,4 508 470,2 375 998,2 132 472,187,111,67,76
Tove Lo,7 698 151 271,4 897 884 264,3 609 964 192,2 800 267 007,2 158 188,1 467 046,691 142,217,164,94,53
Ludacris,7 620 712 689,1 911 324 037,609 509 493,5 709 388 652,3 586 109,665 174,2 920 935,284,169,75,115
My Chemical Romance,7 720 958 530,7 720 958 530,7 681 756 431,0,4 143 091,4 143 091,0,132,132,130,0
Matheus & Kauan,7 760 354 828,6 161 419 746,4 401 957 657,1 598 935 082,4 613 130,3 643 392,969 738,251,198,175,53
Conan Gray,7 755 821 784,7 591 174 248,7 591 174 248,164 647 536,5 308 775,5 289 380,19 395,49,48,48,1
Jeremih,7 764 959 554,4 663 643 308,1 872 548 647,3 101 316 246,2 269 091,1 778 594,490 497,271,110,56,161
NAV,7 829 259 070,5 146 398 178,1 698 380 502,2 682 860 892,1 505 595,833 420,672 175,171,139,84,32
Aventura,7 848 050 532,7 782 338 209,5 393 811 221,65 712 323,5 054 497,5 002 523,51 974,123,119,104,4
League of Legends,7 841 950 492,3 150 224 899,402 054 480,4 691 725 593,6 759 909,1 267 159,5 492 750,570,501,329,69
Anderson .Paak,7 832 056 468,2 265 496 563,1 193 448 835,5 566 559 905,2 764 784,369 186,2 395 598,222,89,59,133
Summer Walker,7 876 906 448,6 287 628 100,3 083 936 724,1 589 278 348,4 494 737,3 227 596,1 267 141,160,110,81,50
Marc Anthony,7 882 500 194,4 878 561 709,4 618 518 563,3 003 938 485,2 909 497,1 826 420,1 083 077,226,187,180,39
De La Ghetto,7 915 109 515,1 252 446 907,403 178 233,6 662 662 608,3 536 194,423 835,3 112 359,336,108,51,228
Steve Lacy,7 924 501 859,6 989 381 141,6 872 560 918,935 120 718,5 743 070,5 358 237,384 833,61,46,43,15
Måneskin,7 930 577 332,7 925 348 215,7 550 993 077,5 229 117,4 076 355,4 067 701,8 654,53,52,49,1
Chris Stapleton,7 963 067 486,6 596 513 534,6 582 878 561,1 366 553 952,7 194 579,6 519 339,675 240,86,68,67,18
The Lumineers,7 978 353 199,7 658 740 409,7 625 250 872,319 612 790,3 281 394,2 866 513,414 881,125,122,118,3
Kehlani,8 017 754 070,4 437 480 031,3 015 738 498,3 580 274 039,2 536 424,1 661 925,874 499,194,122,84,72
Oasis,8 023 614 406,8 023 614 406,8 022 709 602,0,5 314 203,5 314 203,0,275,275,272,0
Bring Me The Horizon,8 070 751 510,7 466 892 645,6 558 105 699,603 858 865,4 971 481,4 513 219,458 262,168,151,130,17
Grupo Firme,8 098 033 162,5 446 696 770,1 877 056 897,2 651 336 392,4 775 407,3 101 152,1 674 255,293,243,112,50
YG,8 086 996 996,3 791 480 754,973 701 482,4 295 516 242,1 672 337,720 848,951 489,316,177,60,139
Led Zeppelin,8 110 030 710,8 110 030 710,8 110 030 710,0,3 557 350,3 557 350,0,235,235,235,0
Alok,8 156 529 884,6 559 207 514,217 777 075,1 597 322 370,3 348 413,2 629 299,719 114,259,190,9,69
Noah Kahan,8 179 874 931,7 608 917 730,6 153 645 877,570 957 201,9 012 068,8 438 697,573 371,104,89,73,15
Mitski,8 186 170 131,8 184 661 169,8 184 661 169,1 508 962,6 064 817,6 063 881,936,80,79,79,1
